,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair
1515,"The Iranian refugee who sewed up his eyes , lips and ears in protest at the handling of his asylum claim has won his fight to remain in Britain .","An Iranian Kurd who stitched up his eyes , lips and ears in protest at being refused asylum has been granted refugee status .",1,1686,"the iranian refugee who sewed up his eyes , lips and ears in protest at the handling of his asylum claim has won his fight to remain in britain .","an iranian kurd who stitched up his eyes , lips and ears in protest at being refused asylum has been granted refugee status .",True
1516,Justice Anthony Kennedy dissented in an opinion joined by Chief Justice William Rehnquist and Justices Antonin Scalia and Clarence Thomas .,He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas .,1,1687,justice anthony kennedy dissented in an opinion joined by chief justice william rehnquist and justices antonin scalia and clarence thomas .,he was joined by chief justice william h. rehnquist and justices antonin scalia and clarence thomas .,True
1517,Seven Air Force Academy cadets face punishment for allegedly drinking with two high school girls .,Seven Air Force Academy cadets face punishment for drinking with two high school girls in the latest incident to embarrass the academy .,0,1688,seven air force academy cadets face punishment for allegedly drinking with two high school girls .,seven air force academy cadets face punishment for drinking with two high school girls in the latest incident to embarrass the academy .,True
1518,"About 130,000 U.S. troops remain in Iraq , with others deployed in Afghanistan , South Korea and elsewhere .","About 130,000 US soldiers remain in Iraq , with others serving in Afghanistan , South Korea , Japan , Germany and elsewhere .",1,1689,"about 130,000 u.s. troops remain in iraq , with others deployed in afghanistan , south korea and elsewhere .","about 130,000 us soldiers remain in iraq , with others serving in afghanistan , south korea , japan , germany and elsewhere .",True
1519,"Spot gold was fetching $ 365.25 / 366.25 an ounce at 0520 GMT , having galloped as high as $ 368.90 -- a level not seen since February 10 .","Spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 GMT , having marched up to $ 369.50 -- a level not seen since February 10 .",0,1690,"spot gold was fetching 365.25 366.25 an ounce at 0520 gmt , having galloped as high as 368.90 a level not seen since february 10 .","spot gold was quoted at 367.90 368.60 an ounce at 1000 gmt , having marched up to 369.50 a level not seen since february 10 .",True
1520,"Henri was centered about 75 miles southwest of Cedar Key and was moving east-northeast at 5 mph , forecasters said .","It was centered about 100 miles southwest of Cedar Key and drifting erratically southward , forecasters said .",0,1691,"henri was centered about 75 miles southwest of cedar key and was moving eastnortheast at 5 mph , forecasters said .","it was centered about 100 miles southwest of cedar key and drifting erratically southward , forecasters said .",True
1521,"Branch was later fired by the company and eventually filed a wrongful-termination suit that included details about the documents , the Journal story said .","The former employees filed wrongful-termination suits , dismissed in July 2002 , that included details about the documents , the Journal story said .",0,1692,"branch was later fired by the company and eventually filed a wrongfultermination suit that included details about the documents , the journal story said .","the former employees filed wrongfultermination suits , dismissed in july 2002 , that included details about the documents , the journal story said .",True
1522,The stretch of Danube river passing through the Balkans dropped so low that wrecks of World War II boats became visible .,Rivers were also drying up - a stretch of Danube passing through the Balkans dropped so low that wrecks of World War II boats became visible .,1,1693,the stretch of danube river passing through the balkans dropped so low that wrecks of world war ii boats became visible .,rivers were also drying up a stretch of danube passing through the balkans dropped so low that wrecks of world war ii boats became visible .,True
1523,"Police arrested a "" potential suspect "" Monday in the case of a nine-year-old girl who turned up safe two days after being violently abducted from her home .","Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said .",1,1694,"police arrested a "" potential suspect "" monday in the case of a nineyearold girl who turned up safe two days after being violently abducted from her home .","police arrested a "" potential suspect "" monday in the abduction of a 9yearold who was found safe after two days , the police chief said .",True
1524,"Bush is spending the weekend at his Crawford ranch , where he will play host to Italian Prime Minister Silvio Berlusconi .",He is to play host to Italian Prime Minister Silvio Berlusconi on Sunday and Monday .,0,1695,"bush is spending the weekend at his crawford ranch , where he will play host to italian prime minister silvio berlusconi .",he is to play host to italian prime minister silvio berlusconi on sunday and monday .,True
