,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair,noise_flags_sentence1,noise_flags_sentence2,major_noise_sentence1,major_noise_sentence2,major_noisy_pair
3526,"Russia had closed checkpoints on parts of the border with China and Mongolia until June 4 , Itar-Tass news agency said .","Russia has closed dozens of checkpoints on the border with China and Mongolia , which has also reported SARS cases , until June 4 , Itar-Tass news agency said .",0,3921,"russia had closed checkpoints on parts of the border with china and mongolia until june 4 , itartass news agency said .","russia has closed dozens of checkpoints on the border with china and mongolia , which has also reported sars cases , until june 4 , itartass news agency said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3527,"Nonetheless , the open-source guru insisted , "" This attack was wrong , and it was dangerous to our goals . """,""" This attack was wrong , and it was dangerous to our goals , "" Raymond said .",1,3923,"nonetheless , the opensource guru insisted , "" this attack was wrong , and it was dangerous to our goals . """,""" this attack was wrong , and it was dangerous to our goals , "" raymond said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3528,"The U.S. military on Dec. 2 began a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country , where Taliban activity has been highest .","Since Dec. 2 the U.S. military has been engaged in a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country .",0,3924,"the u.s. military on dec. 2 began a largescale sweep , dubbed operation avalanche , targeting the south and east of the country , where taliban activity has been highest .","since dec. 2 the u.s. military has been engaged in a largescale sweep , dubbed operation avalanche , targeting the south and east of the country .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3529,"Britz earned $ 3.77 million in salary , bonus and other compensation , and Kinney earned $ 3.76 million .","Johnston made $ 5.8 million in salary and bonus in 2001 as president , and as a part-time adviser earned $ 1 million in 2002 .",0,3925,"britz earned 3.77 million in salary , bonus and other compensation , and kinney earned 3.76 million .","johnston made 5.8 million in salary and bonus in 2001 as president , and as a parttime adviser earned 1 million in 2002 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3533,"Writing in the journal Geophysical Research Letters , Vincent ’ s team said all of the fresh water poured out of the 20 mile ( 30 km ) long Disraeli Fjord .","Writing in the journal Geophysical Research Letters , Vincent 's team said all of the fresh water poured out of the 20-mile-long Disraeli Fjord .",1,3929,"writing in the journal geophysical research letters , vincent s team said all of the fresh water poured out of the 20 mile 30 km long disraeli fjord .","writing in the journal geophysical research letters , vincent 's team said all of the fresh water poured out of the 20milelong disraeli fjord .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3535,"On Wednesday , a man was shot near Kut as he tried to run over two marines at a checkpoint .","On Wednesday , the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint .",1,3931,"on wednesday , a man was shot near kut as he tried to run over two marines at a checkpoint .","on wednesday , the marines shot an attacker near the town of alkut as he tried to run over two marines at a checkpoint .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3536,Among the proposals is one for Zimbabwe to have the opportunity to rejoin the 54-member body before the next CHOGM meeting in two years .,Among the proposals being considered is for Zimbabwe to have the opportunity to rejoin the 54-member body before the next Commonwealth Heads of Government meeting in two years .,1,3932,among the proposals is one for zimbabwe to have the opportunity to rejoin the 54member body before the next chogm meeting in two years .,among the proposals being considered is for zimbabwe to have the opportunity to rejoin the 54member body before the next commonwealth heads of government meeting in two years .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3540,Seven people were taken to hospital today after a second derailment on the London Underground in less than 48 hours .,The leader of the country ’ s biggest rail union threatened industrial action today following the second derailment on the London Underground in less than 48 hours .,0,3936,seven people were taken to hospital today after a second derailment on the london underground in less than 48 hours .,the leader of the country s biggest rail union threatened industrial action today following the second derailment on the london underground in less than 48 hours .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3541,"The quick conviction followed a 21 / 2-week trial , during which Waagner represented himself .","The quick conviction followed a 2 1 / 2 week trial , during which the Venango County man represented himself .",1,3937,"the quick conviction followed a 21 2week trial , during which waagner represented himself .","the quick conviction followed a 2 1 2 week trial , during which the venango county man represented himself .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3543,U.S. officials say Hussein loyalists do not require high-technology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,U.S. officials say operatives loyal to the ousted Saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,1,3939,u.s. officials say hussein loyalists do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of american officials .,u.s. officials say operatives loyal to the ousted saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of american officials .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
