,sentence1,sentence2,label,predicted_label
1042,the attack seemed similar to others staged near foreign compounds in riyadh on may 12 .,"the attack seemed similar to attacks staged near foreign compounds in riyadh on may 12 , for which officials have also blamed al-qaida .",0,True
1043,"the exotic animal trade is enormous , and it continues to spiral out of control .",some say the exotic animal trade is second only to the drug trade .,0,False
1044,"proposition 34 ,  campaign financing initiative that voters passed in 2000 , limits fund raising and spending by gubernatorial candidates .","proposition 34 ,  campaign financing initiative passed by the voters in 2000 , limits fund-raising and spending by candidates for governor .",1,True
1045,the 90-minute exchange in boston took place at  debate focusing on the issues of interest to young people .,"the 90-minute exchange took place at  debate , focusing on the issues of interest to young people , broadcast live from faneuil hall in boston .",1,True
1046,"he wounded  security guard and then fled , stabbing two passersby as he ran off along the promenade .",he then stabbed two passersby as he fled along  promenade by the mediterranean sea .,0,True
1047,"police believe wilson shot reynolds , then her mother once in the head before fatally turning the gun on herself .",police believe wilson then shot jennie mae robinson once in the head before turning the gun on herself .,0,True
1048,"the federal trade commission ( ftc ) asked congress today for additional authority to fight unwanted internet spam , which now accounts for up to half of all -mail traffic .","the federal trade commission asked congress yesterday for broader powers to attack the rapidly growing problem of spam , which new studies show accounts for half of all -mail traffic .",1,False
1049,"the companies , chiron and aventis pasteur , together made about 80 million doses of the injected vaccine , which ordinarily would have been enough to meet .. demand .","chiron and aventis pasteur together made about 80 million doses , ordinarily enough for .. demand , the associated press reported .",1,True
1050,"the combined companies ' commercial and personal lines will be consolidated under the travelers brand and will be based in hartford , conn . , travelers ' current headquarters .","the combined company ' commercial lines and personal lines business will be consolidated under the travelers brand and based in hartford , connecticut .",1,commercial and personal lines
1051,"the technology-heavy nasdaq composite index dipped .62 points , or .34 percent , to ,917.67 .","the technology-laced nasdaq composite index was off 11.64 points , or .60 percent , at ,912.65 .",1,True
1052,"the government did not identify the taikonauts —  term coined from ‘ ‘ taikong , ’ ’ the chinese word for space — who would travel on the second mission .","the government did not identify the taikonauts   term coined from taikong , the chinese word for space .",0,government did not identify
1053, merrill lynch spokesman said  we are pleased with the judge ' decision . ," we are very pleased with the judge ' decision ,  merrill said yesterday .",1,merrill
1054,"among the workers , the researchers found short workers had worse hearing than expected for their age ."," short workers had worse hearing than expected by age  three times more often than taller workers ,  writes barrenas .",0,False
1055,"that fire devastated timber on the reservation , while charring 469,000 acres and destroying 491 homes in surrounding communities .","that fire devastated the reservation ,  nearby national forest and several communities , burning 469,000 acres and destroying 491 homes .",1,True
